CODE	GEO	Year	National_monu	Nature_heri	Intangi_heri	World_heri_sites	Intangi_UNESCO_heri	Museums	Theatres	Libraries	Cult_crea_enterprises	Cult_employ	Ministry_of_cult	Local_cult_author	Regul_framework	interministr_coop	DMO_impact_manag	Cult_manag_plan	Job_creation	Small_enterpr_growth	Assist_and_subs	Tax_status	Cult_exp_capita	Administr_coop	Publi_priva_coop	Publi_NGO_coop	Cult_strat_doc	Cult_particip_prom
15	Utsjoki	2008	N/A	3	1	0	0	1.512.859.304	0	756.429.652	N/A	N/A	1	1	1	1	1	1	1	1	0	0	N/A	1	1	1	0	1
15	Utsjoki	2009	N/A	3	1	0	0	153.609.831	0	768.049.155	N/A	N/A	1	1	1	1	1	1	1	1	0	0	N/A	1	1	1	0	1
15	Utsjoki	2010	N/A	3	1	0	0	1.542.020.046	0	771.010.023	N/A	N/A	1	1	1	1	1	1	1	1	0	0	N/A	1	1	1	0	1
15	Utsjoki	2011	N/A	3	1	0	0	1.545.595.054	0	772.797.527	N/A	N/A	1	1	1	1	1	1	1	1	0	0	N/A	1	1	1	0	1
15	Utsjoki	2012	N/A	3	1	0	0	1.556.420.233	0	778.210.117	N/A	N/A	1	1	1	1	1	1	1	1	0	0	N/A	1	1	1	0	1
15	Utsjoki	2013	N/A	3	1	0	0	1.563.721.658	0	781.860.829	N/A	N/A	1	1	1	1	1	1	1	1	0	0	N/A	1	1	1	0	1
15	Utsjoki	2014	N/A	3	1	0	0	1.587.301.587	0	793.650.794	N/A	N/A	1	1	1	1	1	1	1	1	0	0	N/A	1	1	1	0	1
15	Utsjoki	2015	N/A	3	1	0	0	1.6	0	0.8	N/A	N/A	1	1	1	1	1	1	1	1	0	0	N/A	1	1	1	0	1
15	Utsjoki	2016	N/A	3	1	0	0	1.611.603.546	0	805.801.773	N/A	N/A	1	1	1	1	1	1	1	1	0	0	N/A	1	1	1	0	1
15	Utsjoki	2017	N/A	3	1	0	0	1.610.305.958	0	805.152.979	N/A	N/A	1	1	1	1	1	1	1	1	0	0	N/A	1	1	1	0	1
15	Utsjoki	2018	N/A	3	1	0	0	1.623.376.623	0	811.688.312	N/A	N/A	1	1	1	1	1	1	1	1	0	0	N/A	1	1	1	0	1
15	Utsjoki	2019	N/A	3	1	0	0	1.650.165.017	0	825.082.508	6	6	1	1	1	1	1	1	1	1	0	0	N/A	1	1	1	0	1
16	Vicenza	2007	1	0	0	1	0	N/A	131.454.412	7.010.902	N/A	N/A	1	1	1	1	1	1	1	1	1	1	125.26	1	1	1	1	1
16	Vicenza	2008	1	0	0	1	0	N/A	130.421.173	69.557.959	N/A	N/A	1	1	1	1	1	1	1	1	1	1	106.86	1	1	1	1	1
16	Vicenza	2009	1	0	0	1	0	N/A	129.813.933	69.234.098	N/A	N/A	1	1	1	1	1	1	1	1	1	1	82.83	1	1	1	1	1
16	Vicenza	2010	1	0	0	1	0	N/A	129.391.772	69.008.945	N/A	N/A	1	1	1	1	1	1	1	1	1	1	86.47	1	1	1	1	1
16	Vicenza	2011	1	0	0	1	0	80.919.243	134.865.404	71.928.216	32	97	1	1	1	1	1	1	1	1	1	1	88.00	1	1	1	1	1
16	Vicenza	2012	1	0	0	1	0	N/A	131.996.938	70.398.367	N/A	N/A	1	1	1	1	1	1	1	1	1	1	93.00	1	1	1	1	1
16	Vicenza	2013	1	0	0	1	0	N/A	140.776.913	70.388.456	N/A	N/A	1	1	1	1	1	1	1	1	1	1	80.50	1	1	1	1	1
16	Vicenza	2014	2	0	0	1	0	N/A	14.084.631	70.423.155	N/A	N/A	1	1	1	1	1	1	1	1	1	1	63.16	1	1	1	1	1
16	Vicenza	2015	2	0	0	1	0	70.825.919	141.651.837	70.825.919	N/A	N/A	1	1	1	1	1	1	1	1	1	1	N/A	1	1	1	1	1
16	Vicenza	2016	2	0	0	1	0	N/A	142.605.038	71.302.519	N/A	N/A	1	1	1	1	1	1	1	1	1	1	64.78	1	1	1	1	1
16	Vicenza	2017	2	0	0	1	0	71.671.743	143.343.487	71.671.743	N/A	N/A	1	1	1	1	1	1	1	1	1	1	68.75	1	1	1	1	1
16	Vicenza	2018	2	0	0	1	0	90.260.854	144.417.366	72.208.683	N/A	N/A	1	1	1	1	1	1	1	1	1	1	73.35	1	1	1	1	1
16	Vicenza	2019	2	0	0	1	0	N/A	N/A	N/A	N/A	N/A	1	1	1	1	1	1	1	1	1	1	63.93	1	1	1	1	1
17	Caldogno	2007	0	0	0	1	0	N/A	91.903.318	91.903.318	N/A	N/A	1	1	1	1	0	1	1	1	1	1	56.75	1	1	1	1	1
17	Caldogno	2008	0	0	0	1	0	N/A	90.195.725	90.195.725	N/A	N/A	1	1	1	1	0	1	1	1	1	1	90.99	1	1	1	1	1
17	Caldogno	2009	0	0	0	1	0	N/A	88.786.291	88.786.291	N/A	N/A	1	1	1	1	0	1	1	1	1	1	105.04	1	1	1	1	1
17	Caldogno	2010	0	0	0	1	0	N/A	88.566.115	88.566.115	N/A	N/A	1	1	1	1	0	1	1	1	1	1	52.80	1	1	1	1	1
17	Caldogno	2011	0	0	0	1	0	89.023.413	89.023.413	89.023.413	3	5	1	1	1	1	0	1	1	1	1	1	40.42	1	1	1	1	1
17	Caldogno	2012	0	0	0	1	0	N/A	89.373.492	89.373.492	N/A	N/A	1	1	1	1	0	1	1	1	1	1	50.32	1	1	1	1	1
17	Caldogno	2013	0	0	0	1	0	N/A	88.550.429	88.550.429	N/A	N/A	1	1	1	1	0	1	1	1	1	1	41.59	1	1	1	1	1
17	Caldogno	2014	0	0	0	1	0	N/A	8.828.463	8.828.463	N/A	N/A	1	1	1	1	0	1	1	1	1	1	38.19	1	1	1	1	1
17	Caldogno	2015	0	0	0	1	0	N/A	88.487.744	88.487.744	N/A	N/A	1	1	1	1	0	1	1	1	1	1	N/A	1	1	1	1	1
17	Caldogno	2016	0	0	0	1	0	N/A	88.699.663	88.699.663	N/A	N/A	1	1	1	1	0	1	1	1	1	1	88.37	1	1	1	1	1
17	Caldogno	2017	0	0	0	1	0	N/A	88.715.401	88.715.401	N/A	N/A	1	1	1	1	0	1	1	1	1	1	31.36	1	1	1	1	1
17	Caldogno	2018	0	0	0	1	0	N/A	88.731.145	88.731.145	N/A	N/A	1	1	1	1	0	1	1	1	1	1	36.21	1	1	1	1	1
17	Caldogno	2019	0	0	0	1	0	N/A	N/A	N/A	N/A	N/A	1	1	1	1	0	1	1	1	1	1	30.14	1	1	1	1	1
18	Pojana Maggiore	2007	0	0	0	1	0	N/A	224.971.879	224.971.879	N/A	N/A	1	1	1	1	0	1	1	1	1	1	11.10	1	1	1	1	1
18	Pojana Maggiore	2008	0	0	0	1	0	N/A	222.222.222	222.222.222	N/A	N/A	1	1	1	1	0	1	1	1	1	1	11.06	1	1	1	1	1
18	Pojana Maggiore	2009	0	0	0	1	0	N/A	442.869.796	221.434.898	N/A	N/A	1	1	1	1	0	1	1	1	1	1	10.17	1	1	1	1	1
18	Pojana Maggiore	2010	0	0	0	1	0	N/A	442.771.751	221.385.876	N/A	N/A	1	1	1	1	0	1	1	1	1	1	12.68	1	1	1	1	1
18	Pojana Maggiore	2011	0	0	0	1	0	N/A	449.236.298	224.618.149	2	0	1	1	1	1	0	1	1	1	1	1	15.67	1	1	1	1	1
18	Pojana Maggiore	2012	0	0	0	1	0	N/A	447.227.191	223.613.596	N/A	N/A	1	1	1	1	0	1	1	1	1	1	14.54	1	1	1	1	1
18	Pojana Maggiore	2013	0	0	0	1	0	N/A	453.411.925	226.705.962	N/A	N/A	1	1	1	1	0	1	1	1	1	1	15.55	1	1	1	1	1
18	Pojana Maggiore	2014	0	0	0	1	0	N/A	457.875.458	228.937.729	N/A	N/A	1	1	1	1	0	1	1	1	1	1	4.97	1	1	1	1	1
18	Pojana Maggiore	2015	0	0	0	1	0	N/A	461.254.613	230.627.306	N/A	N/A	1	1	1	1	0	1	1	1	1	1	N/A	1	1	1	1	1
18	Pojana Maggiore	2016	0	0	0	1	0	N/A	461.680.517	230.840.259	N/A	N/A	1	1	1	1	0	1	1	1	1	1	2.43	1	1	1	1	1
18	Pojana Maggiore	2017	0	0	0	1	0	N/A	459.981.601	2.299.908	N/A	N/A	1	1	1	1	0	1	1	1	1	1	1.69	1	1	1	1	1
18	Pojana Maggiore	2018	0	0	0	1	0	N/A	46.339.203	231.696.015	N/A	N/A	1	1	1	1	0	1	1	1	1	1	3.59	1	1	1	1	1
18	Pojana Maggiore	2019	0	0	0	1	0	N/A	N/A	N/A	N/A	N/A	1	1	1	1	0	1	1	1	1	1	0.91	1	1	1	1	1
19	Grumolo delle Abbadesse	2007	0	0	0	1	0	N/A	268.240.343	268.240.343	N/A	N/A	1	1	1	1	0	1	1	1	1	1	15.16	1	1	1	1	1
19	Grumolo delle Abbadesse	2008	0	0	0	1	0	N/A	267.094.017	267.094.017	N/A	N/A	1	1	1	1	0	1	1	1	1	1	14.99	1	1	1	1	1
19	Grumolo delle Abbadesse	2009	0	0	0	1	0	N/A	264.690.312	264.690.312	N/A	N/A	1	1	1	1	0	1	1	1	1	1	15.06	1	1	1	1	1
19	Grumolo delle Abbadesse	2010	0	0	0	1	0	N/A	263.296.472	263.296.472	N/A	N/A	1	1	1	1	0	1	1	1	1	1	11.47	1	1	1	1	1
19	Grumolo delle Abbadesse	2011	0	0	0	1	0	N/A	266.808.965	266.808.965	0	0	1	1	1	1	0	1	1	1	1	1	11.30	1	1	1	1	1
19	Grumolo delle Abbadesse	2012	0	0	0	1	0	N/A	265.251.989	265.251.989	N/A	N/A	1	1	1	1	0	1	1	1	1	1	9.65	1	1	1	1	1
19	Grumolo delle Abbadesse	2013	0	0	0	1	0	N/A	262.260.687	262.260.687	N/A	N/A	1	1	1	1	0	1	1	1	1	1	7.58	1	1	1	1	1
19	Grumolo delle Abbadesse	2014	0	0	0	1	0	N/A	263.088.661	263.088.661	N/A	N/A	1	1	1	1	0	1	1	1	1	1	8.22	1	1	1	1	1
19	Grumolo delle Abbadesse	2015	0	0	0	1	0	N/A	265.957.447	265.957.447	N/A	N/A	1	1	1	1	0	1	1	1	1	1	N/A	1	1	1	1	1
19	Grumolo delle Abbadesse	2016	0	0	0	1	0	N/A	267.236.772	267.236.772	N/A	N/A	1	1	1	1	0	1	1	1	1	1	7.21	1	1	1	1	1
19	Grumolo delle Abbadesse	2017	0	0	0	1	0	N/A	266.808.965	266.808.965	N/A	N/A	1	1	1	1	0	1	1	1	1	1	9.98	1	1	1	1	1
19	Grumolo delle Abbadesse	2018	0	0	0	1	0	N/A	265.463.233	265.463.233	N/A	N/A	1	1	1	1	0	1	1	1	1	1	10.02	1	1	1	1	1
19	Grumolo delle Abbadesse	2019	0	0	0	1	0	N/A	N/A	N/A	N/A	N/A	1	1	1	1	0	1	1	1	1	1	10.50	1	1	1	1	1
20	Lonigo	2007	0	0	0	1	0	N/A	63.043.752	63.043.752	N/A	N/A	1	1	1	1	0	1	1	1	1	1	53.59	1	1	1	1	1
20	Lonigo	2008	0	0	0	1	0	N/A	62.889.126	62.889.126	N/A	N/A	1	1	1	1	0	1	1	1	1	1	49.94	1	1	1	1	1
20	Lonigo	2009	0	0	0	1	0	N/A	62.227.754	62.227.754	N/A	N/A	1	1	1	1	0	1	1	1	1	1	51.82	1	1	1	1	1
20	Lonigo	2010	0	0	0	1	0	N/A	61.267.002	61.267.002	N/A	N/A	1	1	1	1	0	1	1	1	1	1	51.52	1	1	1	1	1
20	Lonigo	2011	0	0	0	1	0	64.098.455	64.098.455	64.098.455	2	5	1	1	1	1	0	1	1	1	1	1	37.38	1	1	1	1	1
20	Lonigo	2012	0	0	0	1	0	N/A	63.031.831	63.031.831	N/A	N/A	1	1	1	1	0	1	1	1	1	1	54.07	1	1	1	1	1
20	Lonigo	2013	0	0	0	1	0	N/A	61.755.079	61.755.079	N/A	N/A	1	1	1	1	0	1	1	1	1	1	45.44	1	1	1	1	1
20	Lonigo	2014	0	0	0	1	0	N/A	61.315.838	61.315.838	N/A	N/A	1	1	1	1	0	1	1	1	1	1	22.59	1	1	1	1	1
20	Lonigo	2015	0	0	0	1	0	6.100.909	6.100.909	6.100.909	N/A	N/A	1	1	1	1	0	1	1	1	1	1	N/A	1	1	1	1	1
20	Lonigo	2016	0	0	0	1	0	N/A	60.661.207	60.661.207	N/A	N/A	1	1	1	1	0	1	1	1	1	1	26.28	1	1	1	1	1
20	Lonigo	2017	0	0	0	1	0	60.731.204	60.731.204	60.731.204	N/A	N/A	1	1	1	1	0	1	1	1	1	1	28.72	1	1	1	1	1
20	Lonigo	2018	0	0	0	1	0	60.565.683	60.565.683	60.565.683	N/A	N/A	1	1	1	1	0	1	1	1	1	1	26.04	1	1	1	1	1
20	Lonigo	2019	0	0	0	1	0	N/A	N/A	N/A	N/A	N/A	1	1	1	1	0	1	1	1	1	1	25.93	1	1	1	1	1
21	Montagnana	2007	0	0	0	1	0	N/A	210.570.646	105.285.323	N/A	N/A	1	1	1	1	0	1	1	1	1	1	31.79	1	1	1	1	1
21	Montagnana	2008	0	0	0	1	0	N/A	209.819.555	104.909.778	N/A	N/A	1	1	1	1	0	1	1	1	1	1	37.73	1	1	1	1	1
21	Montagnana	2009	0	0	0	1	0	N/A	209.511.837	104.755.919	N/A	N/A	1	1	1	1	0	1	1	1	1	1	27.88	1	1	1	1	1
21	Montagnana	2010	0	0	0	1	0	N/A	210.415.571	105.207.785	N/A	N/A	1	1	1	1	0	1	1	1	1	1	29.99	1	1	1	1	1
21	Montagnana	2011	0	0	0	1	0	106.587.082	213.174.163	106.587.082	N/A	N/A	1	1	1	1	0	1	1	1	1	1	28.41	1	1	1	1	1
21	Montagnana	2012	0	0	0	1	0	N/A	212.743.325	106.371.663	N/A	N/A	1	1	1	1	0	1	1	1	1	1	21.08	1	1	1	1	1
21	Montagnana	2013	0	0	0	1	0	N/A	213.720.881	10.686.044	N/A	N/A	1	1	1	1	0	1	1	1	1	1	18.86	1	1	1	1	1
21	Montagnana	2014	0	0	0	1	0	N/A	215.610.177	107.805.088	N/A	N/A	1	1	1	1	0	1	1	1	1	1	42.24	1	1	1	1	1
21	Montagnana	2015	0	0	0	1	0	108.530.497	217.060.994	108.530.497	N/A	N/A	1	1	1	1	0	1	1	1	1	1	N/A	1	1	1	1	1
21	Montagnana	2016	0	0	0	1	0	N/A	219.298.246	109.649.123	N/A	N/A	1	1	1	1	0	1	1	1	1	1	25.27	1	1	1	1	1
21	Montagnana	2017	0	0	0	1	0	110.791.048	221.582.096	110.791.048	N/A	N/A	1	1	1	1	0	1	1	1	1	1	18.28	1	1	1	1	1
21	Montagnana	2018	0	0	0	1	0	110.815.603	221.631.206	110.815.603	N/A	N/A	1	1	1	1	0	1	1	1	1	1	46.81	1	1	1	1	1
21	Montagnana	2019	0	0	0	1	0	N/A	N/A	N/A	N/A	N/A	1	1	1	1	0	1	1	1	1	1	47.85	1	1	1	1	1
22	Split	2007	14	N/A	1	1	0	0.04	0.02	0.04	218	8.14	1	1	1	0	0	0	0	0	1	1	73.70	1	0	0	0	1
22	Split	2008	19	N/A	3	1	0	0.04	0.04	0.04	250	8.35	1	1	1	0	0	0	1	1	1	1	61.83	1	0	0	0	1
22	Split	2009	19	N/A	6	1	0	0.04	0.04	0.04	216	6.86	1	1	1	0	0	0	1	1	1	1	N/A	1	0	0	0	1
22	Split	2010	46	N/A	6	1	1	0.04	0.04	0.04	247	6.91	1	1	1	0	0	0	1	1	1	1	56.13	1	0	0	0	1
22	Split	2011	72	N/A	6	1	2	0.05	0.05	0.04	251	6.48	1	1	1	0	0	0	1	1	1	1	55.81	1	0	0	0	1
22	Split	2012	101	N/A	7	1	3	0.05	0.05	0.04	248	6.61	1	1	1	0	0	0	1	1	1	1	58.69	1	0	0	0	1
22	Split	2013	113	N/A	9	1	4	0.05	0.05	0.05	271	6.94	1	1	1	1	0	0	1	1	1	1	58.93	1	0	0	0	1
22	Split	2014	119	N/A	10	1	4	0.05	0.06	0.05	266	6.76	1	1	1	1	0	0	1	1	1	1	61.88	1	0	1	0	1
22	Split	2015	123	N/A	11	1	4	0.05	0.06	0.05	282	6.86	1	1	1	1	0	1	1	1	1	1	59.07	1	1	1	0	1
22	Split	2016	126	N/A	12	1	4	0.05	0.06	0.05	299	6.91	1	1	1	1	0	1	1	1	1	1	4.95	1	1	1	0	1
22	Split	2017	132	N/A	15	1	4	0.05	0.06	0.05	303	6.94	1	1	1	1	0	1	1	1	1	1	4.63	1	1	1	0	1
22	Split	2018	135	N/A	15	1	5	0.05	0.07	0.05	325	7.20	1	1	1	1	0	1	1	1	1	1	9.42	1	1	1	0	1
22	Split	2019	140	N/A	19	1	5	0.05	0.07	0.05	340	5.95	1	1	1	1	0	1	1	1	1	1	25.38	1	1	1	0	1
23	Trogir	2007	19	N/A	1	1	0	0.08	0	0.04	8	02.06	1	0	1	0	0	0	0	0	1	1	35.64	1	0	0	0	1
23	Trogir	2008	29	N/A	3	1	0	0.08	0	0.04	9	3.64	1	0	1	0	0	0	1	1	1	1	28.65	1	0	0	0	1
23	Trogir	2009	38	N/A	6	1	0	0.08	0	0.04	9	2.73	1	0	1	0	0	0	1	1	1	1	16.79	1	0	0	0	1
23	Trogir	2010	47	N/A	6	1	1	0.08	0	0.04	8	0.45	1	0	1	0	0	0	1	1	1	1	19.67	1	0	0	0	1
23	Trogir	2011	55	N/A	6	1	2	0.08	0	0.04	8	0.45	1	0	1	0	0	0	1	1	1	1	21.03	1	0	0	0	1
23	Trogir	2012	55	N/A	7	1	3	0.08	0	0.04	7	0.38	1	0	1	0	0	0	1	1	1	1	17.84	1	0	0	0	1
23	Trogir	2013	57	N/A	7	1	4	0.08	0	0.04	9	0.45	1	0	1	1	0	0	1	1	1	1	19.40	1	0	0	0	1
23	Trogir	2014	57	N/A	8	1	4	0.08	0	0.04	11	0.53	1	0	1	1	0	0	1	1	1	1	18.73	1	0	1	0	1
23	Trogir	2015	58	N/A	8	1	4	0.08	0	0.04	9	0.38	1	0	1	1	0	0	1	1	1	1	19.68	1	1	1	0	1
23	Trogir	2016	58	N/A	9	1	4	0.08	0	0.04	7	0.23	1	0	1	1	0	0	1	1	1	1	4.34	1	1	1	0	1
23	Trogir	2017	61	N/A	12	1	4	0.08	0	0.04	6	0.31	1	0	1	1	0	0	1	1	1	1	4.89	1	1	1	0	1
23	Trogir	2018	61	N/A	12	1	5	0.08	0	0.04	7	0.39	1	0	1	1	0	0	1	1	1	1	7.73	1	1	1	0	1
23	Trogir	2019	61	N/A	16	1	5	0.08	0	0.04	8	0.54	1	0	1	1	0	0	1	1	1	1	9.48	1	1	1	0	1
24	Kaštela	2007	18	N/A	1	0	0	0.03	0	0.02	7	0.52	1	1	1	0	0	0	0	0	1	1	30.90	1	0	0	0	1
24	Kaštela	2008	30	N/A	3	0	0	0.03	0	0.02	8	0.53	1	1	1	0	0	0	1	1	1	1	46.70	1	0	0	0	1
24	Kaštela	2009	39	N/A	6	0	0	0.03	0	0.02	8	0.55	1	1	1	0	0	0	1	1	1	1	49.91	1	0	0	0	1
24	Kaštela	2010	40	N/A	6	0	1	0.03	0	0.02	10	0.60	1	1	1	0	0	0	1	1	1	1	23.21	1	0	0	0	1
24	Kaštela	2011	40	N/A	6	0	2	0.03	0	0.02	9	0.44	1	1	1	0	0	0	1	1	1	1	24.47	1	0	0	0	1
24	Kaštela	2012	40	N/A	7	0	3	0.03	0	0.02	9	0.48	1	1	1	0	0	0	1	1	1	1	24.13	1	0	0	0	1
24	Kaštela	2013	40	N/A	7	0	4	0.02	0	0.02	14	0.55	1	1	1	1	0	0	1	1	1	1	24.43	1	0	0	0	1
24	Kaštela	2014	40	N/A	8	0	4	0.02	0	0.02	13	0.52	1	1	1	1	0	0	1	1	1	1	15.32	1	0	1	0	1
24	Kaštela	2015	41	N/A	8	0	4	0.02	0	0.02	11	0.47	1	1	1	1	0	0	1	1	1	1	16.56	1	1	1	0	1
24	Kaštela	2016	42	N/A	9	0	4	0.02	0	0.02	16	0.66	1	1	1	1	0	0	1	1	1	1	16.20	1	1	1	0	1
24	Kaštela	2017	45	N/A	12	0	4	0.02	0	0.02	18	0.89	1	1	1	1	0	1	1	1	1	1	N/A	1	1	1	0	1
24	Kaštela	2018	45	N/A	12	0	5	0.02	0	0.02	26	0.76	1	1	1	1	0	1	1	1	1	1	N/A	1	1	1	0	1
24	Kaštela	2019	47	N/A	15	0	5	0.02	0	0.02	25	0.56	1	1	1	1	0	1	1	1	1	1	N/A	1	1	1	0	1
25	Solin	2007	2	N/A	1	0	0	0	0	0.02	11	3.37	1	0	1	0	0	0	0	0	1	1	21.62	1	0	0	0	1
25	Solin	2008	3	N/A	3	0	0	0	0	0.02	12	02.07	1	0	1	0	0	0	1	1	1	1	26.25	1	0	0	0	1
25	Solin	2009	3	N/A	6	0	0	0	0	0.02	13	2.18	1	0	1	0	0	0	1	1	1	1	29.86	1	0	0	0	1
25	Solin	2010	3	N/A	6	0	1	0	0	0.02	15	2.10	1	0	1	0	0	0	1	1	1	1	23.00	1	0	0	0	1
25	Solin	2011	3	N/A	6	0	2	0	0	0.02	17	02.06	1	0	1	0	0	0	1	1	1	1	29.78	1	0	0	0	1
25	Solin	2012	3	N/A	7	0	3	0	0	0.02	17	1.96	1	0	1	0	0	0	1	1	1	1	32.40	1	0	0	0	1
25	Solin	2013	7	N/A	7	0	4	0	0	0.02	19	2.24	1	0	1	1	0	0	1	1	1	1	33.03	1	0	0	0	1
25	Solin	2014	9	N/A	8	0	4	0	0	0.02	17	02.09	1	0	1	1	0	0	1	1	1	1	31.91	1	0	1	0	1
25	Solin	2015	9	N/A	8	0	4	0	0	0.02	15	1.88	1	0	1	1	0	0	1	1	1	1	37.31	1	1	1	0	1
25	Solin	2016	10	N/A	9	0	4	0	0	0.02	13	02.05	1	0	1	1	0	0	1	1	1	1	13.72	1	1	1	0	1
25	Solin	2017	12	N/A	12	0	4	0	0	0.02	17	2.58	1	0	1	1	0	0	1	1	1	1	11.51	1	1	1	0	1
25	Solin	2018	13	N/A	12	0	5	0	0	0.02	17	1.90	1	0	1	1	0	0	1	1	1	1	10.12	1	1	1	0	1
25	Solin	2019	13	N/A	15	0	5	0	0	0.02	15	1.88	1	0	1	1	0	0	1	1	1	1	10.99	1	1	1	0	1
26	Sinj	2007	1	N/A	3	0	0	0.04	0	0.04	3	0.12	1	0	1	0	0	0	0	0	1	1	24.96	1	0	0	0	1
26	Sinj	2008	1	N/A	5	0	0	0.04	0	0.04	4	0.49	1	0	1	0	0	0	1	1	1	1	29.84	1	0	0	0	1
26	Sinj	2009	1	N/A	8	0	0	0.04	0	0.04	5	01.05	1	0	1	0	0	0	1	1	1	1	23.77	1	0	0	0	1
26	Sinj	2010	8	N/A	9	0	2	0.04	0	0.04	5	0.65	1	0	1	0	0	0	1	1	1	1	24.46	1	0	0	0	1
26	Sinj	2011	15	N/A	9	0	3	0.04	0	0.04	5	0.60	1	0	1	0	0	0	1	1	1	1	26.11	1	0	0	0	1
26	Sinj	2012	19	N/A	10	0	4	0.04	0	0.04	5	0.60	1	0	1	0	0	0	1	1	1	1	19.44	1	0	0	0	1
26	Sinj	2013	21	N/A	10	0	5	0.04	0	0.04	5	0.65	1	0	1	1	0	0	1	1	1	1	20.31	1	0	0	0	1
26	Sinj	2014	21	N/A	11	0	5	0.08	0	0.04	5	0.69	1	0	1	1	0	0	1	1	1	1	22.99	1	0	1	0	1
26	Sinj	2015	21	N/A	11	0	5	0.12	0	0.04	6	0.61	1	0	1	1	0	0	1	1	1	1	26.70	1	1	1	0	1
26	Sinj	2016	21	N/A	12	0	5	0.12	0	0.04	5	0.57	1	0	1	1	0	1	1	1	1	1	21.42	1	1	1	0	1
26	Sinj	2017	23	N/A	15	0	5	0.12	0	0.04	5	0.58	1	0	1	1	0	1	1	1	1	1	31.40	1	1	1	0	1
26	Sinj	2018	23	N/A	15	0	6	0.12	0	0.04	7	0.54	1	0	1	1	0	1	1	1	1	1	60.20	1	1	1	0	1
26	Sinj	2019	23	N/A	18	0	6	0.12	0	0.04	6	0.53	1	0	1	1	0	1	1	1	1	1	80.61	1	1	1	0	1
27	Dugopolje	2007	0	N/A	1	0	0	0	0	0.06	0	0.00	1	0	1	0	0	0	0	0	1	1	105.25	1	0	0	0	1
27	Dugopolje	2008	0	N/A	3	0	0	0	0	0.06	1	0.00	1	0	1	0	0	0	1	1	1	1	69.91	1	0	0	0	1
27	Dugopolje	2009	0	N/A	6	0	0	0	0	0.06	1	0.00	1	0	1	0	0	0	1	1	1	1	56.62	1	0	0	0	1
27	Dugopolje	2010	0	N/A	6	0	1	0	0	0.06	2	0.00	1	0	1	0	0	0	1	1	1	1	65.15	1	0	0	0	1
27	Dugopolje	2011	0	N/A	6	0	2	0	0	0.06	0	0.00	1	0	1	0	0	0	1	1	1	1	68.49	1	0	0	0	1
27	Dugopolje	2012	0	N/A	7	0	3	0	0	0.06	0	0.00	1	0	1	0	0	0	1	1	1	1	47.93	1	0	0	0	1
27	Dugopolje	2013	0	N/A	7	0	4	0	0	0.05	0	0.00	1	0	1	1	0	0	1	1	1	1	45.44	1	0	0	0	1
27	Dugopolje	2014	0	N/A	8	0	4	0	0	0.05	1	0.00	1	0	1	1	0	0	1	1	1	1	24.43	1	0	1	0	1
27	Dugopolje	2015	0	N/A	8	0	4	0	0	0.05	1	0.00	1	0	1	1	0	0	1	1	1	1	31.04	1	1	1	0	1
27	Dugopolje	2016	0	N/A	9	0	4	0	0	0.05	2	0.00	1	0	1	1	0	0	1	1	1	1	4.29	1	1	1	0	1
27	Dugopolje	2017	1	N/A	12	0	4	0	0	0.05	3	0.00	1	0	1	1	0	0	1	1	1	1	9.91	1	1	1	0	1
27	Dugopolje	2018	1	N/A	12	0	5	0	0	0.05	3	0.00	1	0	1	1	0	0	1	1	1	1	25.19	1	1	1	0	1
27	Dugopolje	2019	1	N/A	15	0	5	0	0	0.05	3	0.00	1	0	1	1	0	0	1	1	1	1	11.50	1	1	1	0	1
28	Klis	2007	0	N/A	1	0	0	0	0	0.02	0	0.00	1	0	1	0	0	0	0	0	1	1	9.18	1	0	0	0	1
28	Klis	2008	0	N/A	3	0	0	0	0	0.02	0	0.22	1	0	1	0	0	0	1	1	1	1	10.35	1	0	0	0	1
28	Klis	2009	1	N/A	6	0	0	0	0	0.02	1	0.21	1	0	1	0	0	0	1	1	1	1	11.00	1	0	0	0	1
28	Klis	2010	1	N/A	6	0	1	0	0	0.02	0	0.21	1	0	1	0	0	0	1	1	1	1	34.48	1	0	0	0	1
28	Klis	2011	1	N/A	6	0	2	0	0	0.02	0	0.00	1	0	1	0	0	0	1	1	1	1	41.57	1	0	0	0	1
28	Klis	2012	2	N/A	7	0	3	0	0	0.02	0	0.00	1	0	1	0	0	0	1	1	1	1	38.69	1	0	0	0	1
28	Klis	2013	4	N/A	7	0	4	0	0	0.02	0	0.00	1	0	1	1	0	0	1	1	1	1	10.18	1	0	0	0	1
28	Klis	2014	6	N/A	8	0	4	0	0	0.02	0	0.00	1	0	1	1	0	0	1	1	1	1	11.28	1	0	1	0	1
28	Klis	2015	8	N/A	8	0	4	0	0	0.02	1	0.40	1	0	1	1	0	0	1	1	1	1	8.20	1	1	1	0	1
28	Klis	2016	8	N/A	9	0	4	0	0	0.04	0	0.39	1	0	1	1	0	0	1	1	1	1	11.14	1	1	1	0	1
28	Klis	2017	9	N/A	12	0	4	0	0	0.04	0	5.64	1	0	1	1	0	0	1	1	1	1	18.47	1	1	1	0	1
28	Klis	2018	9	N/A	12	0	5	0	0	0.04	0	4.20	1	0	1	1	0	0	1	1	1	1	43.93	1	1	1	0	1
28	Klis	2019	9	N/A	15	0	5	0	0	0.04	0	2.98	1	0	1	1	0	0	1	1	1	1	33.16	1	1	1	0	1
